,model,clip,predicted,dylan_label,ellie_label,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14
693,cnn_sup,4_2b_task4 31323-31773,PUT,y,y,WASH=0.7454,GET=0.5706,PICK=0.3680,HOLD=0.3481,TAKE=0.2134,WALK=0.1759,OPEN=0.0385,DROP=-0.1070,EAT=-0.1118,GIVE=-0.2619,GO=-0.2976,PLAY=-0.3276,PUT=-0.3351,THROW=-0.4119
694,rand,4_2b_task4 31323-31773,TAKE,/,y,,,,,,,,,,,,,,
695,spatial_unsup,4_2b_task4 31773-32223,PLAY,n,/,PLAY=0.8795,DROP=0.8579,GO=0.8543,WALK=0.8442,PICK=0.8333,THROW=0.8306,GET=0.8297,EAT=0.8286,HOLD=0.8181,OPEN=0.8175,TAKE=0.8031,PUT=0.8017,WASH=0.7926,GIVE=0.6354
696,cnn_unsup,4_2b_task4 31773-32223,GET,y,y,GET=0.9929,WASH=0.9927,GO=0.9923,PUT=0.9917,TAKE=0.9915,EAT=0.9911,PICK=0.9910,WALK=0.9893,PLAY=0.9892,THROW=0.9891,DROP=0.9861,HOLD=0.9838,GIVE=0.9810,OPEN=0.9732
697,spatial_sup,4_2b_task4 31773-32223,THROW,n,n,THROW=0.4291,PUT=0.3008,PLAY=0.2712,DROP=0.1651,GIVE=0.0963,GET=0.0820,PICK=0.0365,GO=0.0250,WALK=0.0189,OPEN=-0.1277,TAKE=-0.2902,HOLD=-0.5056,EAT=-0.5655,WASH=-0.7203
698,cnn_sup,4_2b_task4 31773-32223,DROP,n,n,THROW=0.4291,PUT=0.3008,PLAY=0.2712,DROP=0.1651,GIVE=0.0963,GET=0.0820,PICK=0.0365,GO=0.0250,WALK=0.0189,OPEN=-0.1277,TAKE=-0.2902,HOLD=-0.5056,EAT=-0.5655,WASH=-0.7203
699,rand,4_2b_task4 31773-32223,HOLD,y,y,,,,,,,,,,,,,,
700,spatial_unsup,4_2b_task4 32223-32673,OPEN,n,n,OPEN=0.8869,GET=0.8380,THROW=0.8364,TAKE=0.8268,EAT=0.8068,WALK=0.8025,HOLD=0.7777,PICK=0.7756,GO=0.7713,WASH=0.7567,PLAY=0.7559,PUT=0.7327,DROP=0.7148,GIVE=0.6697
701,cnn_unsup,4_2b_task4 32223-32673,GO,y,y,GO=0.9871,TAKE=0.9860,GET=0.9857,PLAY=0.9856,PICK=0.9850,PUT=0.9849,THROW=0.9845,EAT=0.9842,WALK=0.9833,WASH=0.9826,DROP=0.9801,HOLD=0.9788,GIVE=0.9787,OPEN=0.9714
702,spatial_sup,4_2b_task4 32223-32673,GET,n,y,GET=0.5610,WASH=0.4968,TAKE=0.4040,WALK=0.2009,THROW=0.1949,PICK=0.1416,HOLD=0.1226,EAT=0.0502,OPEN=-0.0916,PLAY=-0.2022,GO=-0.2104,PUT=-0.4209,GIVE=-0.5264,DROP=-0.7135
703,cnn_sup,4_2b_task4 32223-32673,TAKE,n,n,GET=0.5610,WASH=0.4968,TAKE=0.4040,WALK=0.2009,THROW=0.1949,PICK=0.1416,HOLD=0.1226,EAT=0.0502,OPEN=-0.0916,PLAY=-0.2022,GO=-0.2104,PUT=-0.4209,GIVE=-0.5264,DROP=-0.7135
704,rand,4_2b_task4 32223-32673,THROW,n,n,,,,,,,,,,,,,,
705,spatial_unsup,4_2b_task4 32673-33123,DROP,n,n,DROP=0.9754,HOLD=0.9645,WASH=0.9617,GO=0.9604,WALK=0.9591,PICK=0.9523,THROW=0.9462,PUT=0.9442,PLAY=0.9409,EAT=0.9349,TAKE=0.9256,GET=0.9156,GIVE=0.9096,OPEN=0.8795
706,cnn_unsup,4_2b_task4 32673-33123,HOLD,y,y,HOLD=0.9878,GO=0.9876,TAKE=0.9869,EAT=0.9860,DROP=0.9850,PICK=0.9847,PUT=0.9843,GIVE=0.9838,THROW=0.9834,PLAY=0.9833,OPEN=0.9826,GET=0.9787,WASH=0.9779,WALK=0.9736
707,spatial_sup,4_2b_task4 32673-33123,HOLD,y,y,HOLD=0.6005,GO=0.4851,DROP=0.4191,WASH=0.3943,WALK=0.1944,TAKE=0.1070,OPEN=0.0442,PICK=0.0203,EAT=-0.1013,THROW=-0.1395,GET=-0.2505,GIVE=-0.2822,PUT=-0.4206,PLAY=-0.4679
708,cnn_sup,4_2b_task4 32673-33123,TAKE,y,y,HOLD=0.6005,GO=0.4851,DROP=0.4191,WASH=0.3943,WALK=0.1944,TAKE=0.1070,OPEN=0.0442,PICK=0.0203,EAT=-0.1013,THROW=-0.1395,GET=-0.2505,GIVE=-0.2822,PUT=-0.4206,PLAY=-0.4679
709,rand,4_2b_task4 32673-33123,DROP,n,n,,,,,,,,,,,,,,
710,spatial_unsup,4_2b_task4 33123-33573,GIVE,n,n,GIVE=0.9608,TAKE=0.9481,WASH=0.9435,THROW=0.9428,HOLD=0.9340,EAT=0.9313,OPEN=0.9301,GET=0.9289,PICK=0.9237,PUT=0.9206,WALK=0.9185,GO=0.9117,DROP=0.8836,PLAY=0.8736
711,cnn_unsup,4_2b_task4 33123-33573,GO,n,/,GO=0.9884,TAKE=0.9876,EAT=0.9865,PICK=0.9859,PUT=0.9855,THROW=0.9852,PLAY=0.9849,DROP=0.9840,HOLD=0.9838,GIVE=0.9819,GET=0.9819,WASH=0.9813,OPEN=0.9802,WALK=0.9770
712,spatial_sup,4_2b_task4 33123-33573,WASH,n,n,WASH=0.6021,GO=0.4349,GIVE=0.2822,OPEN=0.2429,HOLD=0.1890,PICK=0.0161,EAT=0.0129,GET=0.0122,PUT=-0.0368,THROW=-0.1312,DROP=-0.2738,WALK=-0.3295,TAKE=-0.3479,PLAY=-0.4815
713,cnn_sup,4_2b_task4 33123-33573,PICK,y,n,WASH=0.6021,GO=0.4349,GIVE=0.2822,OPEN=0.2429,HOLD=0.1890,PICK=0.0161,EAT=0.0129,GET=0.0122,PUT=-0.0368,THROW=-0.1312,DROP=-0.2738,WALK=-0.3295,TAKE=-0.3479,PLAY=-0.4815
714,rand,4_2b_task4 33123-33573,PUT,y,y,,,,,,,,,,,,,,
715,spatial_unsup,4_2b_task4 33573-34023,WALK,y,y,WALK=0.0082,THROW=0.0069,GET=0.0068,PLAY=0.0065,PUT=0.0064,WASH=0.0061,EAT=0.0052,GO=0.0050,TAKE=0.0043,PICK=0.0036,OPEN=0.0032,DROP=0.0032,HOLD=0.0021,GIVE=0.0003
716,cnn_unsup,4_2b_task4 33573-34023,GO,y,y,GO=0.9876,GET=0.9872,TAKE=0.9863,PLAY=0.9862,PICK=0.9860,PUT=0.9857,THROW=0.9856,EAT=0.9844,WALK=0.9841,WASH=0.9841,DROP=0.9808,GIVE=0.9789,HOLD=0.9765,OPEN=0.9715
717,spatial_sup,4_2b_task4 33573-34023,PUT,n,n,PUT=0.7067,WALK=0.3145,DROP=0.1970,GO=0.1596,GIVE=0.0960,THROW=0.0338,PLAY=-0.0119,EAT=-0.0958,WASH=-0.1376,GET=-0.2488,HOLD=-0.3810,PICK=-0.4190,OPEN=-0.4622,TAKE=-0.7222
718,cnn_sup,4_2b_task4 33573-34023,TAKE,n,n,PUT=0.7067,WALK=0.3145,DROP=0.1970,GO=0.1596,GIVE=0.0960,THROW=0.0338,PLAY=-0.0119,EAT=-0.0958,WASH=-0.1376,GET=-0.2488,HOLD=-0.3810,PICK=-0.4190,OPEN=-0.4622,TAKE=-0.7222
719,rand,4_2b_task4 33573-34023,WALK,y,y,,,,,,,,,,,,,,
720,spatial_unsup,4_2b_task4 34023-34473,WALK,n,n,WALK=0.0079,THROW=0.0075,PLAY=0.0070,PUT=0.0066,GET=0.0065,WASH=0.0059,EAT=0.0053,GO=0.0051,TAKE=0.0041,PICK=0.0036,DROP=0.0034,OPEN=0.0032,HOLD=0.0020,GIVE=0.0009
721,cnn_unsup,4_2b_task4 34023-34473,GO,n,n,GO=0.9825,TAKE=0.9812,WASH=0.9808,GET=0.9808,PICK=0.9803,EAT=0.9798,PUT=0.9790,WALK=0.9777,PLAY=0.9772,DROP=0.9760,THROW=0.9751,HOLD=0.9738,GIVE=0.9691,OPEN=0.9653
722,spatial_sup,4_2b_task4 34023-34473,WALK,n,n,WALK=0.4570,EAT=0.3792,PUT=0.1554,DROP=0.1410,PLAY=0.0727,GET=0.0303,OPEN=-0.0080,THROW=-0.0420,PICK=-0.0637,GO=-0.0677,WASH=-0.1072,HOLD=-0.1984,GIVE=-0.3532,TAKE=-0.6176
723,cnn_sup,4_2b_task4 34023-34473,GET,/,n,WALK=0.4570,EAT=0.3792,PUT=0.1554,DROP=0.1410,PLAY=0.0727,GET=0.0303,OPEN=-0.0080,THROW=-0.0420,PICK=-0.0637,GO=-0.0677,WASH=-0.1072,HOLD=-0.1984,GIVE=-0.3532,TAKE=-0.6176
724,rand,4_2b_task4 34023-34473,TAKE,n,n,,,,,,,,,,,,,,
725,spatial_unsup,4_2b_task4 34473-34923,PUT,n,n,PUT=0.9764,TAKE=0.9678,GET=0.9650,PICK=0.9639,EAT=0.9633,GIVE=0.9605,WASH=0.9600,GO=0.9553,THROW=0.9527,HOLD=0.9476,OPEN=0.9405,PLAY=0.9403,DROP=0.9322,WALK=0.9298
726,cnn_unsup,4_2b_task4 34473-34923,GO,n,n,GO=0.9843,GET=0.9835,TAKE=0.9834,WALK=0.9824,PICK=0.9822,EAT=0.9818,WASH=0.9813,PUT=0.9812,PLAY=0.9810,THROW=0.9776,DROP=0.9776,HOLD=0.9766,GIVE=0.9703,OPEN=0.9661
727,spatial_sup,4_2b_task4 34473-34923,GO,n,n,GO=0.5970,GIVE=0.4127,OPEN=0.3613,PUT=0.2795,HOLD=0.2787,DROP=0.2219,EAT=0.0696,THROW=-0.0053,PICK=-0.0820,GET=-0.2345,WASH=-0.4209,TAKE=-0.4303,WALK=-0.4591,PLAY=-0.5521
728,cnn_sup,4_2b_task4 34473-34923,PLAY,/,n,GO=0.5970,GIVE=0.4127,OPEN=0.3613,PUT=0.2795,HOLD=0.2787,DROP=0.2219,EAT=0.0696,THROW=-0.0053,PICK=-0.0820,GET=-0.2345,WASH=-0.4209,TAKE=-0.4303,WALK=-0.4591,PLAY=-0.5521
729,rand,4_2b_task4 34473-34923,OPEN,n,n,,,,,,,,,,,,,,
730,spatial_unsup,4_2b_task4 34923-35373,OPEN,n,n,OPEN=0.9418,GET=0.9080,THROW=0.8976,TAKE=0.8907,EAT=0.8741,WALK=0.8604,PICK=0.8485,GO=0.8456,HOLD=0.8399,PLAY=0.8351,WASH=0.8221,PUT=0.8138,DROP=0.7911,GIVE=0.7332
731,cnn_unsup,4_2b_task4 34923-35373,GET,y,/,GET=0.9845,GO=0.9841,WASH=0.9841,WALK=0.9831,TAKE=0.9829,EAT=0.9817,PICK=0.9816,PUT=0.9814,PLAY=0.9790,THROW=0.9773,DROP=0.9753,HOLD=0.9746,GIVE=0.9686,OPEN=0.9600
732,spatial_sup,4_2b_task4 34923-35373,GET,y,/,GET=0.6099,OPEN=0.4868,GO=0.3337,WASH=0.1865,EAT=0.1555,PICK=0.0793,THROW=0.0430,HOLD=0.0099,PLAY=-0.1416,WALK=-0.1516,TAKE=-0.2316,GIVE=-0.3281,PUT=-0.3935,DROP=-0.5747
733,cnn_sup,4_2b_task4 34923-35373,GIVE,n,n,GET=0.6099,OPEN=0.4868,GO=0.3337,WASH=0.1865,EAT=0.1555,PICK=0.0793,THROW=0.0430,HOLD=0.0099,PLAY=-0.1416,WALK=-0.1516,TAKE=-0.2316,GIVE=-0.3281,PUT=-0.3935,DROP=-0.5747
734,rand,4_2b_task4 34923-35373,GO,n,n,,,,,,,,,,,,,,
735,spatial_unsup,4_2b_task4 35373-35823,HOLD,y,y,HOLD=0.9125,WALK=0.9125,WASH=0.9026,DROP=0.8923,THROW=0.8857,PICK=0.8749,GO=0.8741,PUT=0.8697,GIVE=0.8674,TAKE=0.8619,EAT=0.8521,GET=0.8379,PLAY=0.8280,OPEN=0.7849
736,cnn_unsup,4_2b_task4 35373-35823,GET,n,n,GET=0.9871,GO=0.9863,WALK=0.9859,WASH=0.9856,TAKE=0.9852,PICK=0.9845,PUT=0.9838,EAT=0.9837,PLAY=0.9823,THROW=0.9804,DROP=0.9784,HOLD=0.9766,GIVE=0.9724,OPEN=0.9641
737,spatial_sup,4_2b_task4 35373-35823,WALK,n,n,WALK=0.5838,HOLD=0.5678,TAKE=0.4580,DROP=0.2922,PICK=0.2602,GO=-0.0816,THROW=-0.0890,EAT=-0.0970,WASH=-0.1590,PUT=-0.1768,GET=-0.3083,PLAY=-0.3474,OPEN=-0.3781,GIVE=-0.4943
738,cnn_sup,4_2b_task4 35373-35823,PICK,/,n,WALK=0.5838,HOLD=0.5678,TAKE=0.4580,DROP=0.2922,PICK=0.2602,GO=-0.0816,THROW=-0.0890,EAT=-0.0970,WASH=-0.1590,PUT=-0.1768,GET=-0.3083,PLAY=-0.3474,OPEN=-0.3781,GIVE=-0.4943
739,rand,4_2b_task4 35373-35823,HOLD,y,y,,,,,,,,,,,,,,
740,spatial_unsup,4_2b_task4 35823-36273,PLAY,y,y,PLAY=0.8929,DROP=0.8439,GO=0.8396,PICK=0.8238,EAT=0.8230,PUT=0.8171,GET=0.8056,WALK=0.7927,OPEN=0.7895,HOLD=0.7817,TAKE=0.7797,THROW=0.7752,WASH=0.7739,GIVE=0.6549
741,cnn_unsup,4_2b_task4 35823-36273,GO,n,n,GO=0.9876,TAKE=0.9864,PICK=0.9854,EAT=0.9851,GET=0.9845,PUT=0.9840,WASH=0.9839,DROP=0.9825,PLAY=0.9823,WALK=0.9820,HOLD=0.9816,THROW=0.9803,GIVE=0.9767,OPEN=0.9724
742,spatial_sup,4_2b_task4 35823-36273,EAT,n,n,EAT=0.5608,GO=0.5222,OPEN=0.5184,GET=0.1839,HOLD=0.1511,WASH=0.1447,PUT=0.0672,GIVE=0.0112,PICK=-0.1910,WALK=-0.2264,DROP=-0.2408,PLAY=-0.2449,THROW=-0.4928,TAKE=-0.6478
743,cnn_sup,4_2b_task4 35823-36273,EAT,n,n,EAT=0.5608,GO=0.5222,OPEN=0.5184,GET=0.1839,HOLD=0.1511,WASH=0.1447,PUT=0.0672,GIVE=0.0112,PICK=-0.1910,WALK=-0.2264,DROP=-0.2408,PLAY=-0.2449,THROW=-0.4928,TAKE=-0.6478
744,rand,4_2b_task4 35823-36273,WASH,n,n,,,,,,,,,,,,,,
745,spatial_unsup,4_2b_task4 36273-36723,PLAY,y,y,PLAY=0.8454,GO=0.7948,GET=0.7892,EAT=0.7878,OPEN=0.7871,PICK=0.7815,DROP=0.7787,PUT=0.7769,TAKE=0.7538,THROW=0.7441,WALK=0.7285,HOLD=0.7253,WASH=0.7251,GIVE=0.6271
746,cnn_unsup,4_2b_task4 36273-36723,GO,n,n,GO=0.9889,TAKE=0.9881,EAT=0.9873,PICK=0.9867,PUT=0.9859,WASH=0.9852,GET=0.9849,HOLD=0.9846,DROP=0.9843,PLAY=0.9839,THROW=0.9824,WALK=0.9809,GIVE=0.9784,OPEN=0.9764
747,spatial_sup,4_2b_task4 36273-36723,PUT,n,n,PUT=0.5224,GIVE=0.2935,GO=0.2835,EAT=0.1090,HOLD=0.0980,TAKE=-0.0369,PLAY=-0.0444,DROP=-0.0649,WALK=-0.1477,OPEN=-0.1497,PICK=-0.2202,THROW=-0.2356,GET=-0.4644,WASH=-0.6551
748,cnn_sup,4_2b_task4 36273-36723,TAKE,/,n,PUT=0.5224,GIVE=0.2935,GO=0.2835,EAT=0.1090,HOLD=0.0980,TAKE=-0.0369,PLAY=-0.0444,DROP=-0.0649,WALK=-0.1477,OPEN=-0.1497,PICK=-0.2202,THROW=-0.2356,GET=-0.4644,WASH=-0.6551
749,rand,4_2b_task4 36273-36723,GIVE,n,n,,,,,,,,,,,,,,
750,spatial_unsup,4_2b_task4 36723-37173,OPEN,n,n,OPEN=0.8570,TAKE=0.8187,GET=0.8166,THROW=0.8100,EAT=0.7953,WALK=0.7932,HOLD=0.7693,PICK=0.7614,WASH=0.7507,GO=0.7460,PUT=0.7316,PLAY=0.7285,GIVE=0.6919,DROP=0.6893
751,cnn_unsup,4_2b_task4 36723-37173,GET,n,n,GET=0.9948,GO=0.9941,WALK=0.9936,PICK=0.9933,TAKE=0.9930,PUT=0.9925,PLAY=0.9923,WASH=0.9919,EAT=0.9917,THROW=0.9902,DROP=0.9897,GIVE=0.9851,HOLD=0.9846,OPEN=0.9785
752,spatial_sup,4_2b_task4 36723-37173,PLAY,n,y,PLAY=0.5165,WALK=0.4638,THROW=0.2766,GET=0.1807,WASH=0.1643,EAT=0.1138,PICK=-0.0359,OPEN=-0.1517,PUT=-0.1619,TAKE=-0.2212,DROP=-0.2354,GO=-0.2690,GIVE=-0.4602,HOLD=-0.5213
753,cnn_sup,4_2b_task4 36723-37173,PUT,y,y,PLAY=0.5165,WALK=0.4638,THROW=0.2766,GET=0.1807,WASH=0.1643,EAT=0.1138,PICK=-0.0359,OPEN=-0.1517,PUT=-0.1619,TAKE=-0.2212,DROP=-0.2354,GO=-0.2690,GIVE=-0.4602,HOLD=-0.5213
754,rand,4_2b_task4 36723-37173,GIVE,n,n,,,,,,,,,,,,,,
755,spatial_unsup,4_2b_task5 37257-37707,WALK,n,n,WALK=0.0081,THROW=0.0072,PLAY=0.0069,GET=0.0066,PUT=0.0065,WASH=0.0061,EAT=0.0052,GO=0.0052,TAKE=0.0041,PICK=0.0036,DROP=0.0033,OPEN=0.0032,HOLD=0.0020,GIVE=0.0004
756,cnn_unsup,4_2b_task5 37257-37707,GO,y,n,GO=0.9855,TAKE=0.9843,EAT=0.9834,PICK=0.9827,WASH=0.9822,GET=0.9818,PUT=0.9816,PLAY=0.9799,WALK=0.9797,DROP=0.9790,HOLD=0.9790,THROW=0.9780,GIVE=0.9730,OPEN=0.9694
757,spatial_sup,4_2b_task5 37257-37707,WALK,n,n,WALK=0.5491,PLAY=0.3740,EAT=0.2804,PUT=0.2528,THROW=0.1251,WASH=0.1004,DROP=-0.0978,GO=-0.1131,GET=-0.1468,TAKE=-0.2896,GIVE=-0.3651,HOLD=-0.4235,PICK=-0.4687,OPEN=-0.4696
758,cnn_sup,4_2b_task5 37257-37707,OPEN,n,n,WALK=0.5491,PLAY=0.3740,EAT=0.2804,PUT=0.2528,THROW=0.1251,WASH=0.1004,DROP=-0.0978,GO=-0.1131,GET=-0.1468,TAKE=-0.2896,GIVE=-0.3651,HOLD=-0.4235,PICK=-0.4687,OPEN=-0.4696
759,rand,4_2b_task5 37257-37707,DROP,n,n,,,,,,,,,,,,,,
760,spatial_unsup,4_2b_task5 37707-38157,WALK,n,n,WALK=0.0082,THROW=0.0071,PLAY=0.0069,GET=0.0067,PUT=0.0065,WASH=0.0062,EAT=0.0053,GO=0.0052,TAKE=0.0042,PICK=0.0037,DROP=0.0034,OPEN=0.0032,HOLD=0.0021,GIVE=0.0002
761,cnn_unsup,4_2b_task5 37707-38157,GO,n,n,GO=0.9849,TAKE=0.9834,WASH=0.9832,GET=0.9829,PICK=0.9828,EAT=0.9821,PUT=0.9811,WALK=0.9803,DROP=0.9791,PLAY=0.9789,THROW=0.9770,HOLD=0.9759,GIVE=0.9724,OPEN=0.9678
762,spatial_sup,4_2b_task5 37707-38157,WALK,n,n,WALK=0.7469,PUT=0.4237,PLAY=0.2348,THROW=0.1036,EAT=0.1025,DROP=0.0802,GO=-0.1932,WASH=-0.2273,GET=-0.2477,PICK=-0.2487,HOLD=-0.3515,TAKE=-0.3654,GIVE=-0.4002,OPEN=-0.6144
763,cnn_sup,4_2b_task5 37707-38157,PUT,n,n,WALK=0.7469,PUT=0.4237,PLAY=0.2348,THROW=0.1036,EAT=0.1025,DROP=0.0802,GO=-0.1932,WASH=-0.2273,GET=-0.2477,PICK=-0.2487,HOLD=-0.3515,TAKE=-0.3654,GIVE=-0.4002,OPEN=-0.6144
764,rand,4_2b_task5 37707-38157,GIVE,n,n,,,,,,,,,,,,,,
765,spatial_unsup,4_2b_task5 38157-38607,WALK,n,n,WALK=0.0083,GET=0.0068,THROW=0.0066,PLAY=0.0066,PUT=0.0063,WASH=0.0062,GO=0.0051,EAT=0.0051,TAKE=0.0041,PICK=0.0036,DROP=0.0032,OPEN=0.0031,HOLD=0.0020,GIVE=-0.0005
766,cnn_unsup,4_2b_task5 38157-38607,WASH,n,n,WASH=0.9878,GO=0.9877,GET=0.9862,TAKE=0.9862,EAT=0.9857,PICK=0.9853,PUT=0.9844,WALK=0.9840,PLAY=0.9815,DROP=0.9809,THROW=0.9800,HOLD=0.9776,GIVE=0.9736,OPEN=0.9682
767,spatial_sup,4_2b_task5 38157-38607,WALK,n,n,WALK=0.8134,PUT=0.3398,EAT=0.2176,DROP=0.1230,PLAY=0.0465,THROW=0.0433,WASH=-0.0931,HOLD=-0.1077,TAKE=-0.1197,PICK=-0.1913,GET=-0.2220,GO=-0.3529,GIVE=-0.4904,OPEN=-0.6648
768,cnn_sup,4_2b_task5 38157-38607,GIVE,n,n,WALK=0.8134,PUT=0.3398,EAT=0.2176,DROP=0.1230,PLAY=0.0465,THROW=0.0433,WASH=-0.0931,HOLD=-0.1077,TAKE=-0.1197,PICK=-0.1913,GET=-0.2220,GO=-0.3529,GIVE=-0.4904,OPEN=-0.6648
769,rand,4_2b_task5 38157-38607,GO,n,n,,,,,,,,,,,,,,
770,spatial_unsup,4_2b_task5 38607-39057,WALK,n,n,WALK=0.0083,THROW=0.0069,GET=0.0068,PLAY=0.0067,PUT=0.0064,WASH=0.0062,EAT=0.0052,GO=0.0051,TAKE=0.0042,PICK=0.0036,DROP=0.0033,OPEN=0.0032,HOLD=0.0021,GIVE=-0.0000
771,cnn_unsup,4_2b_task5 38607-39057,GO,n,n,GO=0.9838,WASH=0.9829,EAT=0.9828,TAKE=0.9827,PICK=0.9806,PUT=0.9803,GET=0.9798,HOLD=0.9775,PLAY=0.9770,DROP=0.9765,WALK=0.9764,THROW=0.9762,GIVE=0.9700,OPEN=0.9673
772,spatial_sup,4_2b_task5 38607-39057,WALK,n,n,WALK=0.6375,PUT=0.4439,EAT=0.2583,THROW=0.1393,PLAY=0.0877,WASH=0.0686,DROP=-0.0700,GET=-0.2215,TAKE=-0.2247,HOLD=-0.2757,GO=-0.2857,GIVE=-0.3106,PICK=-0.3689,OPEN=-0.6679
773,cnn_sup,4_2b_task5 38607-39057,GET,n,n,WALK=0.6375,PUT=0.4439,EAT=0.2583,THROW=0.1393,PLAY=0.0877,WASH=0.0686,DROP=-0.0700,GET=-0.2215,TAKE=-0.2247,HOLD=-0.2757,GO=-0.2857,GIVE=-0.3106,PICK=-0.3689,OPEN=-0.6679
774,rand,4_2b_task5 38607-39057,WALK,n,n,,,,,,,,,,,,,,
775,spatial_unsup,4_2b_task5 39057-39507,WALK,n,n,WALK=0.0082,THROW=0.0069,PLAY=0.0067,GET=0.0067,PUT=0.0064,WASH=0.0061,EAT=0.0051,GO=0.0051,TAKE=0.0041,PICK=0.0036,DROP=0.0033,OPEN=0.0031,HOLD=0.0020,GIVE=-0.0001
776,cnn_unsup,4_2b_task5 39057-39507,GO,n,n,GO=0.9856,WASH=0.9848,TAKE=0.9843,GET=0.9841,EAT=0.9838,PICK=0.9827,WALK=0.9825,PUT=0.9823,PLAY=0.9808,THROW=0.9785,DROP=0.9775,HOLD=0.9771,GIVE=0.9713,OPEN=0.9664
777,spatial_sup,4_2b_task5 39057-39507,WALK,n,n,WALK=0.7485,PUT=0.3161,EAT=0.2858,THROW=0.1409,DROP=0.0826,PLAY=0.0694,WASH=-0.1379,GET=-0.1595,HOLD=-0.1709,TAKE=-0.1845,PICK=-0.2468,GO=-0.3090,GIVE=-0.5004,OPEN=-0.5731
778,cnn_sup,4_2b_task5 39057-39507,GIVE,n,n,WALK=0.7485,PUT=0.3161,EAT=0.2858,THROW=0.1409,DROP=0.0826,PLAY=0.0694,WASH=-0.1379,GET=-0.1595,HOLD=-0.1709,TAKE=-0.1845,PICK=-0.2468,GO=-0.3090,GIVE=-0.5004,OPEN=-0.5731
779,rand,4_2b_task5 39057-39507,EAT,n,n,,,,,,,,,,,,,,
780,spatial_unsup,4_2b_task5 39507-39957,WALK,n,n,WALK=0.0083,THROW=0.0069,GET=0.0068,PLAY=0.0067,PUT=0.0064,WASH=0.0062,EAT=0.0052,GO=0.0051,TAKE=0.0042,PICK=0.0036,DROP=0.0033,OPEN=0.0032,HOLD=0.0021,GIVE=-0.0001
781,cnn_unsup,4_2b_task5 39507-39957,WASH,n,n,WASH=0.9891,GET=0.9872,WALK=0.9872,GO=0.9865,EAT=0.9851,TAKE=0.9850,PICK=0.9840,PUT=0.9836,PLAY=0.9806,THROW=0.9787,DROP=0.9777,HOLD=0.9750,GIVE=0.9698,OPEN=0.9619
782,spatial_sup,4_2b_task5 39507-39957,WALK,n,n,WALK=0.7693,PUT=0.4352,EAT=0.1682,THROW=0.1298,DROP=0.1156,PLAY=0.0464,HOLD=-0.1886,WASH=-0.1971,TAKE=-0.2087,PICK=-0.2277,GET=-0.2514,GO=-0.3062,GIVE=-0.4198,OPEN=-0.6805
783,cnn_sup,4_2b_task5 39507-39957,GET,n,n,WALK=0.7693,PUT=0.4352,EAT=0.1682,THROW=0.1298,DROP=0.1156,PLAY=0.0464,HOLD=-0.1886,WASH=-0.1971,TAKE=-0.2087,PICK=-0.2277,GET=-0.2514,GO=-0.3062,GIVE=-0.4198,OPEN=-0.6805
784,rand,4_2b_task5 39507-39957,GO,n,n,,,,,,,,,,,,,,
785,spatial_unsup,4_2b_task5 39957-40407,WALK,y,n,WALK=0.0082,THROW=0.0071,PLAY=0.0067,GET=0.0067,PUT=0.0065,WASH=0.0061,EAT=0.0052,GO=0.0051,TAKE=0.0042,PICK=0.0036,DROP=0.0032,OPEN=0.0032,HOLD=0.0020,GIVE=0.0003
786,cnn_unsup,4_2b_task5 39957-40407,WASH,n,n,WASH=0.9908,GET=0.9902,WALK=0.9887,GO=0.9873,PUT=0.9866,TAKE=0.9861,EAT=0.9859,PICK=0.9854,THROW=0.9840,PLAY=0.9839,DROP=0.9774,HOLD=0.9744,GIVE=0.9725,OPEN=0.9608
787,spatial_sup,4_2b_task5 39957-40407,WALK,y,n,WALK=0.5096,PUT=0.4133,WASH=0.3176,EAT=0.2815,PLAY=0.0580,THROW=0.0004,DROP=-0.1148,GET=-0.1645,GO=-0.2047,TAKE=-0.2162,GIVE=-0.2176,HOLD=-0.2287,PICK=-0.4568,OPEN=-0.6052
788,cnn_sup,4_2b_task5 39957-40407,GET,n,n,WALK=0.5096,PUT=0.4133,WASH=0.3176,EAT=0.2815,PLAY=0.0580,THROW=0.0004,DROP=-0.1148,GET=-0.1645,GO=-0.2047,TAKE=-0.2162,GIVE=-0.2176,HOLD=-0.2287,PICK=-0.4568,OPEN=-0.6052
789,rand,4_2b_task5 39957-40407,PLAY,n,n,,,,,,,,,,,,,,
790,spatial_unsup,4_2b_task5 40407-40857,THROW,n,n,THROW=0.0078,WALK=0.0073,PLAY=0.0067,PUT=0.0066,GET=0.0060,WASH=0.0055,EAT=0.0053,GO=0.0049,TAKE=0.0041,PICK=0.0034,OPEN=0.0032,DROP=0.0032,GIVE=0.0023,HOLD=0.0018
791,cnn_unsup,4_2b_task5 40407-40857,WASH,n,/,WASH=0.9934,GET=0.9901,GO=0.9885,EAT=0.9881,WALK=0.9878,PUT=0.9877,TAKE=0.9873,PICK=0.9871,DROP=0.9820,THROW=0.9814,PLAY=0.9807,HOLD=0.9793,GIVE=0.9738,OPEN=0.9614
