,model,clip,predicted,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14
1073,cnn_unsup,4_2b_task5 38157-38607,WASH,WASH=0.9878,GO=0.9877,GET=0.9862,TAKE=0.9862,EAT=0.9857,PICK=0.9853,PUT=0.9844,WALK=0.9840,PLAY=0.9815,DROP=0.9809,THROW=0.9800,HOLD=0.9776,GIVE=0.9737,OPEN=0.9682
1074,spatial_sup,4_2b_task5 38157-38607,WALK,WALK=0.8134,PUT=0.3398,EAT=0.2176,DROP=0.1230,PLAY=0.0465,THROW=0.0433,WASH=-0.0931,HOLD=-0.1077,TAKE=-0.1197,PICK=-0.1913,GET=-0.2220,GO=-0.3529,GIVE=-0.4904,OPEN=-0.6648
1072,spatial_with_names_unsup,4_2b_task5 38157-38607,WALK,WALK=0.0093,THROW=0.0071,GET=0.0067,PLAY=0.0066,PUT=0.0065,EAT=0.0063,WASH=0.0062,GO=0.0053,TAKE=0.0044,PICK=0.0038,OPEN=0.0031,DROP=0.0030,HOLD=0.0021,GIVE=-0.0004
1078,spatial_unsup,4_2b_task5 38607-39057,WALK,WALK=0.0083,THROW=0.0069,GET=0.0068,PLAY=0.0067,PUT=0.0064,WASH=0.0062,EAT=0.0052,GO=0.0051,TAKE=0.0042,PICK=0.0036,DROP=0.0033,OPEN=0.0032,HOLD=0.0021,GIVE=-0.0000
1079,spatial_with_names_unsup,4_2b_task5 38607-39057,WALK,WALK=0.0093,THROW=0.0074,GET=0.0067,PLAY=0.0067,PUT=0.0066,EAT=0.0065,WASH=0.0063,GO=0.0054,TAKE=0.0045,PICK=0.0039,OPEN=0.0032,DROP=0.0030,HOLD=0.0021,GIVE=0.0000
1084,rand,4_2b_task5 38607-39057,THROW,,,,,,,,,,,,,,
1081,spatial_sup,4_2b_task5 38607-39057,WALK,WALK=0.6375,PUT=0.4439,EAT=0.2583,THROW=0.1393,PLAY=0.0877,WASH=0.0686,DROP=-0.0700,GET=-0.2215,TAKE=-0.2247,HOLD=-0.2757,GO=-0.2857,GIVE=-0.3106,PICK=-0.3689,OPEN=-0.6679
1082,spatial_with_names_sup,4_2b_task5 38607-39057,EAT,EAT=0.5110,THROW=0.4618,PUT=0.2704,WALK=0.1953,TAKE=0.1464,DROP=0.0605,GET=0.0076,WASH=-0.0026,PLAY=-0.0326,OPEN=-0.1461,GIVE=-0.2277,HOLD=-0.4759,PICK=-0.5139,GO=-0.5408
1083,cnn_sup,4_2b_task5 38607-39057,GET,GET=0.6305,WASH=0.4322,GIVE=0.3840,PUT=0.2207,EAT=0.1767,OPEN=0.0319,HOLD=-0.0141,PICK=-0.0199,WALK=-0.0412,GO=-0.0771,PLAY=-0.1699,TAKE=-0.2807,THROW=-0.3429,DROP=-0.7876
1080,cnn_unsup,4_2b_task5 38607-39057,GO,GO=0.9838,WASH=0.9829,EAT=0.9828,TAKE=0.9827,PICK=0.9806,PUT=0.9803,GET=0.9798,HOLD=0.9775,PLAY=0.9771,DROP=0.9765,WALK=0.9764,THROW=0.9762,GIVE=0.9700,OPEN=0.9673
1090,cnn_sup,4_2b_task5 39057-39507,GIVE,GIVE=0.5848,GET=0.5390,PUT=0.2998,GO=0.2939,WASH=0.2930,OPEN=0.2267,THROW=0.1014,TAKE=-0.0683,WALK=-0.1859,EAT=-0.2334,HOLD=-0.2500,PICK=-0.3645,PLAY=-0.4593,DROP=-0.6181
1087,cnn_unsup,4_2b_task5 39057-39507,GO,GO=0.9856,WASH=0.9848,TAKE=0.9842,GET=0.9841,EAT=0.9837,PICK=0.9826,WALK=0.9825,PUT=0.9822,PLAY=0.9807,THROW=0.9785,DROP=0.9775,HOLD=0.9770,GIVE=0.9713,OPEN=0.9664
1088,spatial_sup,4_2b_task5 39057-39507,WALK,WALK=0.7485,PUT=0.3161,EAT=0.2858,THROW=0.1409,DROP=0.0826,PLAY=0.0694,WASH=-0.1379,GET=-0.1595,HOLD=-0.1709,TAKE=-0.1845,PICK=-0.2468,GO=-0.3090,GIVE=-0.5004,OPEN=-0.5731
1085,spatial_unsup,4_2b_task5 39057-39507,WALK,WALK=0.0082,THROW=0.0069,PLAY=0.0067,GET=0.0067,PUT=0.0064,WASH=0.0061,EAT=0.0051,GO=0.0051,TAKE=0.0041,PICK=0.0036,DROP=0.0033,OPEN=0.0031,HOLD=0.0020,GIVE=-0.0001
1091,rand,4_2b_task5 39057-39507,GO,,,,,,,,,,,,,,
1089,spatial_with_names_sup,4_2b_task5 39057-39507,THROW,THROW=0.4833,WALK=0.4178,EAT=0.3550,DROP=0.2766,PUT=0.1922,TAKE=0.1803,GET=0.0144,PLAY=-0.0444,WASH=-0.1283,OPEN=-0.2152,HOLD=-0.4083,GIVE=-0.4278,GO=-0.4588,PICK=-0.4603
1086,spatial_with_names_unsup,4_2b_task5 39057-39507,WALK,WALK=0.0092,THROW=0.0074,PLAY=0.0067,GET=0.0066,PUT=0.0065,EAT=0.0064,WASH=0.0062,GO=0.0054,TAKE=0.0044,PICK=0.0038,OPEN=0.0032,DROP=0.0031,HOLD=0.0020,GIVE=-0.0000
1093,spatial_with_names_unsup,4_2b_task5 39507-39957,WALK,WALK=0.0093,THROW=0.0074,PLAY=0.0067,GET=0.0067,PUT=0.0066,EAT=0.0065,WASH=0.0062,GO=0.0054,TAKE=0.0045,PICK=0.0039,OPEN=0.0032,DROP=0.0031,HOLD=0.0021,GIVE=-0.0000
1092,spatial_unsup,4_2b_task5 39507-39957,WALK,WALK=0.0083,THROW=0.0069,GET=0.0068,PLAY=0.0067,PUT=0.0064,WASH=0.0062,EAT=0.0052,GO=0.0051,TAKE=0.0042,PICK=0.0036,DROP=0.0033,OPEN=0.0032,HOLD=0.0021,GIVE=-0.0001
1095,spatial_sup,4_2b_task5 39507-39957,WALK,WALK=0.7693,PUT=0.4352,EAT=0.1682,THROW=0.1298,DROP=0.1156,PLAY=0.0464,HOLD=-0.1886,WASH=-0.1971,TAKE=-0.2087,PICK=-0.2277,GET=-0.2514,GO=-0.3062,GIVE=-0.4198,OPEN=-0.6805
1098,rand,4_2b_task5 39507-39957,PICK,,,,,,,,,,,,,,
1096,spatial_with_names_sup,4_2b_task5 39507-39957,THROW,THROW=0.4875,WALK=0.3726,EAT=0.3160,PUT=0.3028,DROP=0.2879,TAKE=0.1567,GET=0.0134,PLAY=-0.0922,WASH=-0.1077,OPEN=-0.2106,GIVE=-0.3080,HOLD=-0.4155,PICK=-0.4704,GO=-0.5152
1094,cnn_unsup,4_2b_task5 39507-39957,WASH,WASH=0.9891,GET=0.9872,WALK=0.9872,GO=0.9865,EAT=0.9850,TAKE=0.9850,PICK=0.9840,PUT=0.9836,PLAY=0.9806,THROW=0.9787,DROP=0.9776,HOLD=0.9749,GIVE=0.9698,OPEN=0.9619
1097,cnn_sup,4_2b_task5 39507-39957,GET,GET=0.7074,OPEN=0.4645,THROW=0.4075,WASH=0.2299,GIVE=0.1575,HOLD=0.1470,PUT=0.0929,PICK=-0.0408,PLAY=-0.0428,GO=-0.1311,EAT=-0.2085,TAKE=-0.2557,WALK=-0.2687,DROP=-0.4920
1102,spatial_sup,4_2b_task5 39957-40407,WALK,WALK=0.5096,PUT=0.4133,WASH=0.3176,EAT=0.2815,PLAY=0.0580,THROW=0.0004,DROP=-0.1148,GET=-0.1645,GO=-0.2047,TAKE=-0.2162,GIVE=-0.2176,HOLD=-0.2287,PICK=-0.4568,OPEN=-0.6052
1105,rand,4_2b_task5 39957-40407,EAT,,,,,,,,,,,,,,
1100,spatial_with_names_unsup,4_2b_task5 39957-40407,WALK,WALK=0.0091,THROW=0.0076,PLAY=0.0067,PUT=0.0067,GET=0.0066,EAT=0.0065,WASH=0.0061,GO=0.0054,TAKE=0.0045,PICK=0.0038,OPEN=0.0032,DROP=0.0030,HOLD=0.0020,GIVE=0.0004
1099,spatial_unsup,4_2b_task5 39957-40407,WALK,WALK=0.0082,THROW=0.0071,PLAY=0.0067,GET=0.0067,PUT=0.0065,WASH=0.0061,EAT=0.0052,GO=0.0051,TAKE=0.0042,PICK=0.0036,DROP=0.0032,OPEN=0.0032,HOLD=0.0020,GIVE=0.0003
1101,cnn_unsup,4_2b_task5 39957-40407,WASH,WASH=0.9908,GET=0.9902,WALK=0.9888,GO=0.9873,PUT=0.9866,TAKE=0.9861,EAT=0.9859,PICK=0.9855,THROW=0.9840,PLAY=0.9839,DROP=0.9774,HOLD=0.9744,GIVE=0.9726,OPEN=0.9608
1104,cnn_sup,4_2b_task5 39957-40407,GET,GET=0.5213,TAKE=0.3415,PICK=0.2695,EAT=0.2658,GIVE=0.2135,PUT=0.1135,WASH=0.0870,THROW=-0.0918,OPEN=-0.1239,WALK=-0.1941,HOLD=-0.2022,GO=-0.3452,PLAY=-0.5105,DROP=-0.7172
1103,spatial_with_names_sup,4_2b_task5 39957-40407,EAT,EAT=0.6496,THROW=0.3141,WASH=0.2296,PUT=0.2008,TAKE=0.0676,GET=0.0270,WALK=-0.0406,DROP=-0.0572,PLAY=-0.0669,GIVE=-0.0695,OPEN=-0.1008,HOLD=-0.4403,GO=-0.4524,PICK=-0.5255
1107,spatial_with_names_unsup,4_2b_task5 40407-40857,THROW,THROW=0.0082,WALK=0.0081,PUT=0.0068,EAT=0.0066,PLAY=0.0066,GET=0.0058,WASH=0.0055,GO=0.0052,TAKE=0.0044,PICK=0.0036,OPEN=0.0032,DROP=0.0030,GIVE=0.0023,HOLD=0.0019
1112,rand,4_2b_task5 40407-40857,GIVE,,,,,,,,,,,,,,
1106,spatial_unsup,4_2b_task5 40407-40857,THROW,THROW=0.0078,WALK=0.0073,PLAY=0.0067,PUT=0.0066,GET=0.0060,WASH=0.0055,EAT=0.0053,GO=0.0049,TAKE=0.0041,PICK=0.0034,OPEN=0.0032,DROP=0.0032,GIVE=0.0023,HOLD=0.0018
1109,spatial_sup,4_2b_task5 40407-40857,GO,GO=0.4049,WASH=0.3975,PUT=0.2850,PLAY=0.2146,EAT=0.2098,GIVE=0.1695,WALK=-0.0804,DROP=-0.0995,OPEN=-0.1173,THROW=-0.1562,GET=-0.1859,HOLD=-0.2928,TAKE=-0.4301,PICK=-0.6794
1108,cnn_unsup,4_2b_task5 40407-40857,WASH,WASH=0.9934,GET=0.9900,GO=0.9885,EAT=0.9881,WALK=0.9877,PUT=0.9876,TAKE=0.9873,PICK=0.9871,DROP=0.9820,THROW=0.9814,PLAY=0.9806,HOLD=0.9792,GIVE=0.9737,OPEN=0.9613
1111,cnn_sup,4_2b_task5 40407-40857,GO,GO=0.4347,TAKE=0.4005,GET=0.2695,OPEN=0.2390,THROW=0.1385,WASH=0.1377,PICK=0.0922,EAT=-0.0160,GIVE=-0.0327,DROP=-0.0569,HOLD=-0.2888,PLAY=-0.3143,WALK=-0.3695,PUT=-0.6480
1110,spatial_with_names_sup,4_2b_task5 40407-40857,EAT,EAT=0.5869,GO=0.3624,GIVE=0.3224,WASH=0.2939,PUT=0.0616,THROW=0.0368,OPEN=-0.0204,PLAY=-0.0343,GET=-0.1332,DROP=-0.2434,HOLD=-0.3438,TAKE=-0.3546,WALK=-0.5331,PICK=-0.5572
1117,spatial_with_names_sup,4_2b_task5 40857-41307,PICK,PICK=0.5712,TAKE=0.5627,HOLD=0.4622,EAT=0.2865,WALK=0.1861,THROW=0.0876,WASH=0.0113,GO=0.0060,DROP=-0.0037,OPEN=-0.2452,PLAY=-0.3252,GIVE=-0.4447,GET=-0.5051,PUT=-0.5528
1119,rand,4_2b_task5 40857-41307,PLAY,,,,,,,,,,,,,,
1114,spatial_with_names_unsup,4_2b_task5 40857-41307,WALK,WALK=0.9561,THROW=0.9474,HOLD=0.9401,EAT=0.9397,GO=0.9393,OPEN=0.9373,PLAY=0.9357,PICK=0.9333,GET=0.9317,TAKE=0.9317,DROP=0.9288,WASH=0.9235,PUT=0.9038,GIVE=0.8275
1116,spatial_sup,4_2b_task5 40857-41307,PICK,PICK=0.5443,HOLD=0.3956,TAKE=0.2850,WALK=0.2124,OPEN=0.1445,THROW=0.1141,GET=0.0393,DROP=-0.0174,EAT=-0.0233,GO=-0.0637,PLAY=-0.2800,PUT=-0.3349,GIVE=-0.3960,WASH=-0.4864
1113,spatial_unsup,4_2b_task5 40857-41307,WALK,WALK=0.9561,THROW=0.9475,HOLD=0.9401,EAT=0.9397,GO=0.9393,OPEN=0.9373,PLAY=0.9357,PICK=0.9333,GET=0.9317,TAKE=0.9317,DROP=0.9288,WASH=0.9235,PUT=0.9038,GIVE=0.8275
1118,cnn_sup,4_2b_task5 40857-41307,GIVE,GIVE=0.4960,GO=0.3188,TAKE=0.2429,PICK=0.2038,OPEN=0.1410,GET=0.0408,EAT=0.0049,PUT=-0.0533,PLAY=-0.0679,DROP=-0.2166,WASH=-0.2975,THROW=-0.3993,HOLD=-0.4598,WALK=-0.6510
1115,cnn_unsup,4_2b_task5 40857-41307,WASH,WASH=0.9938,GET=0.9916,GO=0.9910,TAKE=0.9899,EAT=0.9898,PICK=0.9896,WALK=0.9895,PUT=0.9892,DROP=0.9844,PLAY=0.9843,THROW=0.9839,HOLD=0.9823,GIVE=0.9771,OPEN=0.9681
1125,cnn_sup,4_2b_task5 41307-41757,OPEN,OPEN=0.4362,THROW=0.4360,GIVE=0.3396,GO=0.3010,GET=0.2375,PLAY=0.1887,HOLD=0.0502,PICK=-0.0098,EAT=-0.0753,WASH=-0.0844,PUT=-0.0879,WALK=-0.1608,DROP=-0.3995,TAKE=-0.7604
1126,rand,4_2b_task5 41307-41757,PICK,,,,,,,,,,,,,,
1123,spatial_sup,4_2b_task5 41307-41757,GET,GET=0.6643,WASH=0.5216,HOLD=0.3254,WALK=0.3095,PICK=0.2616,TAKE=0.2380,OPEN=0.0509,DROP=0.0494,THROW=0.0001,GO=-0.0906,EAT=-0.2648,PLAY=-0.3551,PUT=-0.5493,GIVE=-0.5877
1124,spatial_with_names_sup,4_2b_task5 41307-41757,WASH,WASH=0.7034,GET=0.5053,PICK=0.3964,TAKE=0.3260,HOLD=0.3258,WALK=0.2733,EAT=0.0339,DROP=-0.0003,THROW=-0.0850,OPEN=-0.0862,GO=-0.1876,PLAY=-0.3502,GIVE=-0.5937,PUT=-0.6641
1120,spatial_unsup,4_2b_task5 41307-41757,THROW,THROW=0.8130,OPEN=0.8104,WALK=0.7961,GET=0.7879,TAKE=0.7835,HOLD=0.7677,EAT=0.7581,PICK=0.7436,GO=0.7434,WASH=0.7388,PLAY=0.7090,DROP=0.7078,PUT=0.6983,GIVE=0.6417
1121,spatial_with_names_unsup,4_2b_task5 41307-41757,THROW,THROW=0.8130,OPEN=0.8104,WALK=0.7961,GET=0.7879,TAKE=0.7835,HOLD=0.7677,EAT=0.7581,PICK=0.7436,GO=0.7434,WASH=0.7388,PLAY=0.7090,DROP=0.7078,PUT=0.6983,GIVE=0.6417
1122,cnn_unsup,4_2b_task5 41307-41757,GO,GO=0.9874,GET=0.9866,TAKE=0.9863,WASH=0.9861,EAT=0.9853,PICK=0.9851,PUT=0.9849,WALK=0.9842,PLAY=0.9834,THROW=0.9816,HOLD=0.9809,DROP=0.9801,GIVE=0.9759,OPEN=0.9691
1133,rand,4_2b_task5 41757-42207,WASH,,,,,,,,,,,,,,
1127,spatial_unsup,4_2b_task5 41757-42207,TAKE,TAKE=0.9958,THROW=0.9958,GET=0.9913,EAT=0.9859,WASH=0.9843,PICK=0.9842,HOLD=0.9837,PUT=0.9794,GO=0.9783,WALK=0.9782,OPEN=0.9769,GIVE=0.9558,DROP=0.9548,PLAY=0.9539
1129,cnn_unsup,4_2b_task5 41757-42207,GO,GO=0.9898,GET=0.9894,TAKE=0.9887,WASH=0.9887,EAT=0.9880,PICK=0.9880,WALK=0.9877,PUT=0.9875,PLAY=0.9852,DROP=0.9842,THROW=0.9829,HOLD=0.9797,GIVE=0.9744,OPEN=0.9692
1132,cnn_sup,4_2b_task5 41757-42207,TAKE,TAKE=0.6198,OPEN=0.2947,DROP=0.2613,PICK=0.2469,PUT=0.1986,EAT=0.0893,PLAY=0.0812,GET=-0.0517,THROW=-0.1720,WALK=-0.2210,WASH=-0.3280,GIVE=-0.3539,HOLD=-0.4908,GO=-0.4925
1128,spatial_with_names_unsup,4_2b_task5 41757-42207,TAKE,TAKE=0.9958,THROW=0.9958,GET=0.9913,EAT=0.9859,WASH=0.9843,PICK=0.9842,HOLD=0.9837,PUT=0.9794,GO=0.9783,WALK=0.9781,OPEN=0.9769,GIVE=0.9558,DROP=0.9548,PLAY=0.9539
1130,spatial_sup,4_2b_task5 41757-42207,GO,GO=0.4653,THROW=0.3991,TAKE=0.2502,OPEN=0.2256,GIVE=0.1264,GET=0.1045,PLAY=0.0775,HOLD=-0.0666,PUT=-0.1314,DROP=-0.1410,EAT=-0.1838,PICK=-0.3388,WASH=-0.3770,WALK=-0.5017
1131,spatial_with_names_sup,4_2b_task5 41757-42207,GO,GO=0.6337,HOLD=0.5355,PICK=0.3199,DROP=0.0766,OPEN=0.0622,TAKE=0.0283,GIVE=-0.0058,THROW=-0.0381,WALK=-0.0563,PUT=-0.1979,GET=-0.2923,EAT=-0.2937,WASH=-0.3084,PLAY=-0.3439
1140,rand,4_2b_task5 42207-42657,DROP,,,,,,,,,,,,,,
1138,spatial_with_names_sup,4_2b_task5 42207-42657,GET,GET=0.5576,WASH=0.4442,PICK=0.2425,TAKE=0.2378,THROW=0.2282,HOLD=0.1766,GO=0.1393,OPEN=0.0472,DROP=-0.0036,GIVE=-0.0861,WALK=-0.1976,PLAY=-0.2676,EAT=-0.4113,PUT=-0.4889
1139,cnn_sup,4_2b_task5 42207-42657,GO,GO=0.5674,GIVE=0.4633,GET=0.3231,PLAY=0.2824,THROW=0.2800,WASH=0.2726,OPEN=0.2145,PUT=0.0686,HOLD=-0.0645,WALK=-0.1813,DROP=-0.2134,EAT=-0.3416,PICK=-0.4408,TAKE=-0.6903
1137,spatial_sup,4_2b_task5 42207-42657,GET,GET=0.5857,OPEN=0.4793,PICK=0.4326,THROW=0.3148,WASH=0.2418,HOLD=0.1223,TAKE=0.0772,GO=0.0519,DROP=-0.1831,WALK=-0.1883,EAT=-0.2137,GIVE=-0.2176,PLAY=-0.2561,PUT=-0.6151
1136,cnn_unsup,4_2b_task5 42207-42657,GET,GET=0.9903,GO=0.9900,PICK=0.9888,WASH=0.9886,TAKE=0.9885,PUT=0.9877,WALK=0.9874,EAT=0.9867,PLAY=0.9861,THROW=0.9850,DROP=0.9845,GIVE=0.9807,HOLD=0.9798,OPEN=0.9721
1134,spatial_unsup,4_2b_task5 42207-42657,OPEN,OPEN=0.9423,GET=0.9107,THROW=0.9099,TAKE=0.9079,EAT=0.8824,WALK=0.8701,HOLD=0.8603,PICK=0.8578,WASH=0.8506,GO=0.8480,PUT=0.8306,PLAY=0.8199,GIVE=0.8051,DROP=0.7931
1135,spatial_with_names_unsup,4_2b_task5 42207-42657,OPEN,OPEN=0.9423,GET=0.9107,THROW=0.9099,TAKE=0.9079,EAT=0.8824,WALK=0.8701,HOLD=0.8603,PICK=0.8578,WASH=0.8506,GO=0.8480,PUT=0.8306,PLAY=0.8199,GIVE=0.8051,DROP=0.7931
1146,cnn_sup,4_2b_task5 42657-43107,PUT,PUT=0.5002,GIVE=0.4290,PICK=0.3060,GET=0.0946,WALK=0.0860,THROW=0.0550,WASH=0.0404,PLAY=-0.0971,GO=-0.1766,EAT=-0.1991,TAKE=-0.2435,HOLD=-0.4948,OPEN=-0.5498,DROP=-0.6515
1141,spatial_unsup,4_2b_task5 42657-43107,PLAY,PLAY=0.8560,GO=0.8021,EAT=0.7947,DROP=0.7914,PICK=0.7877,OPEN=0.7876,GET=0.7862,PUT=0.7814,TAKE=0.7552,THROW=0.7455,WALK=0.7384,WASH=0.7349,HOLD=0.7349,GIVE=0.6359
1147,rand,4_2b_task5 42657-43107,WASH,,,,,,,,,,,,,,
1142,spatial_with_names_unsup,4_2b_task5 42657-43107,PLAY,PLAY=0.8560,GO=0.8021,EAT=0.7947,DROP=0.7914,PICK=0.7877,OPEN=0.7876,GET=0.7862,PUT=0.7814,TAKE=0.7552,THROW=0.7455,WALK=0.7384,WASH=0.7349,HOLD=0.7349,GIVE=0.6359
1145,spatial_with_names_sup,4_2b_task5 42657-43107,PLAY,PLAY=0.4411,WALK=0.3297,EAT=0.3108,PICK=0.1388,PUT=0.0824,TAKE=0.0540,HOLD=-0.0374,DROP=-0.0876,WASH=-0.1196,GIVE=-0.1683,OPEN=-0.1840,GET=-0.2030,GO=-0.3950,THROW=-0.4889
1144,spatial_sup,4_2b_task5 42657-43107,PLAY,PLAY=0.4120,PUT=0.2652,GET=0.2309,PICK=0.1678,OPEN=0.1111,DROP=0.0842,WALK=0.0748,GIVE=0.0077,EAT=-0.0721,GO=-0.1540,HOLD=-0.2478,TAKE=-0.2601,THROW=-0.4399,WASH=-0.5891
1143,cnn_unsup,4_2b_task5 42657-43107,GO,GO=0.9814,TAKE=0.9797,PICK=0.9785,EAT=0.9783,GET=0.9770,WASH=0.9768,PUT=0.9765,DROP=0.9761,WALK=0.9751,PLAY=0.9750,HOLD=0.9745,THROW=0.9726,GIVE=0.9707,OPEN=0.9668
1151,spatial_sup,4_2b_task5 43107-43557,WASH,WASH=0.7345,GET=0.4509,GO=0.1838,HOLD=0.1506,THROW=0.0868,OPEN=0.0582,WALK=-0.0196,PICK=-0.0630,TAKE=-0.0708,EAT=-0.1137,GIVE=-0.1849,DROP=-0.2275,PUT=-0.2606,PLAY=-0.4335
1148,spatial_unsup,4_2b_task5 43107-43557,GIVE,GIVE=0.9487,TAKE=0.9280,WASH=0.9278,HOLD=0.9226,THROW=0.9193,PUT=0.9137,WALK=0.9103,PICK=0.9054,GET=0.9050,EAT=0.9035,GO=0.8879,OPEN=0.8766,DROP=0.8667,PLAY=0.8413
1150,cnn_unsup,4_2b_task5 43107-43557,WALK,WALK=0.9889,GET=0.9880,GO=0.9872,TAKE=0.9861,PICK=0.9858,WASH=0.9855,EAT=0.9847,PLAY=0.9846,PUT=0.9844,THROW=0.9813,DROP=0.9809,HOLD=0.9758,GIVE=0.9739,OPEN=0.9681
1149,spatial_with_names_unsup,4_2b_task5 43107-43557,GIVE,GIVE=0.9487,TAKE=0.9280,WASH=0.9278,HOLD=0.9226,THROW=0.9193,PUT=0.9137,WALK=0.9103,PICK=0.9054,GET=0.9050,EAT=0.9035,GO=0.8879,OPEN=0.8766,DROP=0.8667,PLAY=0.8413
1154,rand,4_2b_task5 43107-43557,GET,,,,,,,,,,,,,,
1153,cnn_sup,4_2b_task5 43107-43557,GET,GET=0.6792,PUT=0.4116,GIVE=0.3703,WASH=0.3289,TAKE=0.2356,OPEN=0.1738,GO=0.0201,THROW=-0.0504,HOLD=-0.1418,PLAY=-0.1555,EAT=-0.1720,DROP=-0.2615,WALK=-0.4119,PICK=-0.5441
1152,spatial_with_names_sup,4_2b_task5 43107-43557,WASH,WASH=0.8439,EAT=0.4449,GO=0.1027,PICK=0.0892,GET=0.0804,TAKE=0.0596,HOLD=0.0528,THROW=0.0384,DROP=-0.1574,GIVE=-0.1740,WALK=-0.1783,OPEN=-0.1858,PLAY=-0.4312,PUT=-0.5145
1157,cnn_unsup,4_2b_task5 43557-44007,WALK,WALK=0.9916,GET=0.9897,GO=0.9888,WASH=0.9881,TAKE=0.9877,EAT=0.9875,PICK=0.9866,PUT=0.9863,PLAY=0.9863,THROW=0.9823,DROP=0.9814,HOLD=0.9791,GIVE=0.9736,OPEN=0.9678
1159,spatial_with_names_sup,4_2b_task5 43557-44007,GET,GET=0.8112,WASH=0.3334,PUT=0.1764,DROP=0.1172,WALK=0.1051,GO=0.0659,HOLD=0.0566,GIVE=-0.0235,OPEN=-0.1452,EAT=-0.2216,PLAY=-0.2275,TAKE=-0.2413,PICK=-0.3254,THROW=-0.3391
1156,spatial_with_names_unsup,4_2b_task5 43557-44007,GET,GET=0.8608,GIVE=0.8573,PUT=0.8533,TAKE=0.8516,THROW=0.8403,OPEN=0.8363,PICK=0.8354,EAT=0.8324,WASH=0.8288,GO=0.8268,HOLD=0.8078,PLAY=0.7994,DROP=0.7894,WALK=0.7786
1158,spatial_sup,4_2b_task5 43557-44007,GET,GET=0.7721,WASH=0.2406,WALK=0.1648,HOLD=0.1569,EAT=0.1140,PUT=0.0917,GO=0.0508,OPEN=-0.0149,TAKE=-0.1463,DROP=-0.2250,PICK=-0.2442,THROW=-0.3137,PLAY=-0.3575,GIVE=-0.4064
1155,spatial_unsup,4_2b_task5 43557-44007,GET,GET=0.8608,GIVE=0.8573,PUT=0.8533,TAKE=0.8516,THROW=0.8403,OPEN=0.8363,PICK=0.8354,EAT=0.8324,WASH=0.8288,GO=0.8268,HOLD=0.8078,PLAY=0.7994,DROP=0.7894,WALK=0.7786
1160,cnn_sup,4_2b_task5 43557-44007,PUT,PUT=0.6476,GIVE=0.6002,EAT=0.1902,GET=0.1706,WALK=0.0945,GO=0.0080,OPEN=-0.0091,THROW=-0.0314,TAKE=-0.0550,WASH=-0.0814,HOLD=-0.2339,PICK=-0.4514,PLAY=-0.5254,DROP=-0.5617
1161,rand,4_2b_task5 43557-44007,TAKE,,,,,,,,,,,,,,
1163,spatial_with_names_unsup,4_2b_task5 44007-44457,GET,GET=0.9697,EAT=0.9690,PLAY=0.9679,TAKE=0.9604,OPEN=0.9604,PUT=0.9598,PICK=0.9597,GO=0.9556,THROW=0.9432,WALK=0.9344,HOLD=0.9332,WASH=0.9327,DROP=0.9291,GIVE=0.8767
1165,spatial_sup,4_2b_task5 44007-44457,TAKE,TAKE=0.3715,WALK=0.3608,EAT=0.3390,HOLD=0.2923,PUT=0.0991,PLAY=0.0675,GO=-0.0110,GET=-0.0818,WASH=-0.2043,PICK=-0.2209,DROP=-0.2390,OPEN=-0.3048,GIVE=-0.4113,THROW=-0.4799
1168,rand,4_2b_task5 44007-44457,GET,,,,,,,,,,,,,,
1166,spatial_with_names_sup,4_2b_task5 44007-44457,PUT,PUT=0.2565,HOLD=0.2494,EAT=0.2231,PLAY=0.1805,WALK=0.1767,GET=0.1249,DROP=0.0273,TAKE=0.0160,GIVE=-0.0229,PICK=-0.0906,OPEN=-0.1441,WASH=-0.1857,GO=-0.1994,THROW=-0.7324
1167,cnn_sup,4_2b_task5 44007-44457,TAKE,TAKE=0.6174,DROP=0.2675,PUT=0.1723,GIVE=0.1620,HOLD=0.1078,GO=0.0501,GET=0.0280,WASH=0.0185,OPEN=0.0113,PICK=-0.0572,THROW=-0.1409,PLAY=-0.1786,WALK=-0.4420,EAT=-0.6384
1162,spatial_unsup,4_2b_task5 44007-44457,GET,GET=0.9697,EAT=0.9690,PLAY=0.9679,TAKE=0.9604,OPEN=0.9604,PUT=0.9598,PICK=0.9597,GO=0.9556,THROW=0.9432,WALK=0.9344,HOLD=0.9332,WASH=0.9327,DROP=0.9291,GIVE=0.8767
1164,cnn_unsup,4_2b_task5 44007-44457,WALK,WALK=0.9949,GET=0.9934,GO=0.9916,WASH=0.9912,TAKE=0.9906,EAT=0.9901,PUT=0.9901,PICK=0.9900,PLAY=0.9896,THROW=0.9869,DROP=0.9843,HOLD=0.9795,GIVE=0.9764,OPEN=0.9686
1170,spatial_with_names_unsup,4_2b_task5 44457-44907,WASH,WASH=0.8845,THROW=0.8839,HOLD=0.8814,DROP=0.8775,GO=0.8720,PICK=0.8660,WALK=0.8654,GIVE=0.8651,PUT=0.8616,TAKE=0.8541,GET=0.8473,EAT=0.8426,PLAY=0.8263,OPEN=0.8046
1175,rand,4_2b_task5 44457-44907,DROP,,,,,,,,,,,,,,
